doc,verdict,reason,n_multiples,n_oips,multiple,oip,computed_answer,multiple_quote,oip_quote,window_chars
0000764180-15-000096_form8-ksabmillerabinbevcom.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000764180-16-000196_form8-ksabmillerabinbevtra.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000790070-14-000040_exhibit1023secondamendedan.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000790816-14-000054_bdn8k-annualawards_031414.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000814184-12-000038_8-K_IP07252012.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000818479-20-000006_exhibit44q4201910-k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000825324-10-000027_consentseriesb1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000890163-11-000067_s22-10735_8k.htm.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000891020-07-000003_v25599a1exv9w1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000891618-01-501192_f73225orex3-1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000892569-02-002571_a86459exv10wbw9.txt.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000089291702000003_gbamnote.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000893220-07-000447_w30840exv10w1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000895345-08-000532_pressrelease.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000895345-08-000579_tpex99_1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000897429-23-000044_exhibit1054chs-2023annualr.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000898173-20-000007_orly-20191231ex101926dba.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000899733-02-000122_ex10-1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000899797-05-000335_form_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000091068003000216_exhb10_2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000912057-01-003308_a2036104zex-4_121.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000912057-01-523182_a2053796zex-10_3.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000912057-01-523312_a2053960zex-10_3.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000912057-01-534636_a2059793zex-10_20.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000912057-02-000276_a2067055z8-k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000912057-13-000036_filename34.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000912057-13-000222_filename4.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000912057-15-000075_filename7.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000912057-17-000020_filename4.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000912057-19-000378_filename29.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000936392-03-001171_a92189orexv10w11.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000936392-09-000104_a51249exv10w5.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000945841-07-000055_restrstockagreement.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000945841-09-000021_restrictedstockagreement.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950005-01-500034_p13538ex99-7.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950005-01-500207_p13782-429.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-02-009442_e62399a2exv10w20.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-03-005830_y86564exv10w13.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-03-008868_w88581exv10w22.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-05-003736_e01897a2exv10w14.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-08-011503_y63862a1exv2w3w3.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-09-064388_f53797orexv4w2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-09-067950_c93277exv99w1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-10-024749_w77389exv3w1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-10-024887_d70440a2exv3w3.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-10-031429_b80142exv4w4.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-10-086227_k49622exv2w1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-13-002295_filename2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-13-007092_filename6.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-13-007128_filename2.txt,EXCLUDE,an original issue price is stated but no liquidation multiple,0,1,—,—,—,,,0
0000950123-13-010530_filename10.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-13-010530_filename9.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-14-003249_filename2.htm.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-14-005490_filename11.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-14-010038_filename6.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-14-012213_filename17.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-15-006790_filename6.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-20-000526_filename3.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-20-004953_filename4.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-23-002996_filename7.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-23-008431_filename7.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-24-007168_filename34.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950123-25-006002_filename2.txt,EXCLUDE,"7 distinct original issue prices stated ($0.043185, $0.095045, $0.111815, $0.472985, $1.303475, $5.1748, $6.5166) - multi-series document, the pairing is ambiguous",1,7,—,—,—,,,0
000095012314005097_filename26.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950124-06-004614_p72795e8vk.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950129-08-003552_h57802exv10w2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950133-03-003439_w90691exv99w2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950134-02-011491_d99683e8vk.txt.txt,EXCLUDE,an original issue price is stated but no liquidation multiple,0,2,—,—,—,,,0
0000950134-04-009498_f99919a2e10vkza.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950134-04-014353_f02130exv99w2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950134-05-005635_f07165e8vk.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950134-05-023787_f15743e8vk.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950134-05-023857_d31494exv99w2.htm.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950134-06-002466_f17144exv99w2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950134-06-004765_c01111s1exv4w4.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950134-07-010103_d46152e8vk.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950134-08-014307_f42787exv10w2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950135-03-003017_b46668cre8vk.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950135-06-002018_b58962blexv10w29.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950135-06-005149_b62017nce8vk.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950135-06-007330_b56678a2exv10w28.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950136-05-003736_file001.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950137-05-004331_c94172exv10w1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950137-05-004331_c94172exv10w2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950137-05-004331_c94172exv10w3.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950137-05-005223_c94611exv10w53.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950137-05-005223_c94611exv10w54.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950137-05-011508_c98563e8vk.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950137-06-010792_a24070e8vk.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950137-07-000311_c11362exv10w24.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950144-01-001554_g66579ex99-1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950144-02-006194_g76584exv4w7.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950144-02-006194_g76584exv4w8.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950144-04-000538_g86869exv2w2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950152-07-007107_l27624aexv10w21w1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950152-07-007107_l27624aexv10w21w2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950153-05-001671_p70737a2exv4w4.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950153-07-001332_p73990exv10w3.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000095015908001314.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950170-24-100574_cbll-ex10_13.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950170-25-032146_cnfr-ex10_1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950170-25-032146_cnfr-ex10_3.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950170-25-047693_woof-ex10_51.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950172-01-500955_s365960.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950172-01-500956_s365960.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0000950172-02-001716_lon221720.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001005286-24-000081_exhibit102-lifecorexcooper.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001005409-06-000002_exhibit99.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001012870-02-003981_dex9902.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001012870-03-001470_dex1026.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001012870-03-001470_dex1027.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001012870-03-001470_dex1028.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001013762-09-001055_ex101.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001013762-09-002046_ex412.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001016100-04-000030_exhibit-103.htm.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001019687-07-001024_uwink_8k-040507.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001019687-13-002945_oculus_8k-ex1001.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001019687-14-000407_oculus_8k-ex1002.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000101968711002723_helix_8k-ex1007.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001035704-06-000247_d34442exv4w5.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001038838-07-000153_ex1078k123106.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001041061-16-000056_yum-12262015xex1030.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001047469-03-010357_a2106288zex-4_8.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001047469-03-010357_a2106288zex-4_9.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001047469-04-038327_filename35.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001047469-06-008353_a2171167zex-10_13.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001047469-06-008353_a2171167zex-10_14.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001047469-06-008353_a2171167zex-10_15.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001047469-07-002039_a2176594zex-4_6.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001047469-07-006282_a2179181zex-10_23a.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001047469-07-008123_a2180296zex-10_18.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001047469-09-010296_a2195611zex-4_1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001047469-10-008803_a2200459zex-3_2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001047469-10-008884_a2200599zex-3_2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001047469-12-003207_a2208385zex-3_1.txt,EXCLUDE,an original issue price is stated but no liquidation multiple,0,2,—,—,—,,,0
0001047469-12-004869_a2208908zex-4_12.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001047469-13-003949_a2214242zex-10_27.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001047469-13-003949_a2214242zex-10_30.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001047469-13-008148_a2216187zex-10_3.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001047469-15-004609_a2224683zex-3_4.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000105427407000020_exhibit49note.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000106299308002839.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001068874-16-000081_imsc160408_ex10z3.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001077048-05-000165_ex10-1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001077048-05-000165_ex10-2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001077048-05-000165_ex10-3.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001077048-05-000165_ex10-4.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001077048-05-000165_ex10-5.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001078782-12-002674_f8k101712_ex99z1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001078782-13-001151_f8k053113_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001078782-14-001394_f8k080614_ex4z1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001086380-08-000034_nawl8k092308.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001096906-21-002254_bakh_ex10z1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001096906-21-002893_byoc_ex10z1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-03-005473_j8805_ex10d64.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-03-005585_j8805_ex10d64.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-04-000781_a04-1176_18ka.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-05-003298_a05-2510_1ex10d19.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-05-011384_a05-3485_1ex10d93.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-05-012882_a05-5749_18k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-05-023727_a05-9266_2ex99d4.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-05-039734_a05-14860_18k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-05-046850_a05-17101_18k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-05-060449_a05-21673_1ex3d1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-05-060565_a05-21721_1ex10d1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-06-013956_a06-6239_18k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-06-067055_a06-21344_1ex10d37.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-06-076249_a06-24290_18k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-06-076249_a06-24290_1ex99d1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-08-004661_a08-3687_18k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-09-039164_a09-16464_1ex10d1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-09-039164_a09-16464_1ex10d2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-09-039164_a09-16464_1ex10d3.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-09-054183_a09-26145_18k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-10-038279_a10-14025_18k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-11-033325_a11-14399_18k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-12-073362_a12-25837_1ex10d6.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-13-044671_a13-13149_18k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-13-054244_R16.xml.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-14-049234_a14-16261_1ex4d2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-14-059453_a14-13844_4ex10d2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-14-075598_a14-23423_18k.htm.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-15-037692_a15-11562_18k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-15-041070_a15-3946_11ex3d1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-15-057259_a15-16788_2ex3d2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-16-120490_a16-11176_18k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-17-048201_a17-18633_1ex10d6.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-18-002622_a18-3138_18k.htm.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-18-022671_a18-9629_18k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-20-040309_tm2031080d1_ex4-vi.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-20-131754_tm2030105d13_ex10-19.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-20-131754_tm2030105d13_ex10-20.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-20-138612_tm2038803d6_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-21-005324_tm213128d1_ex99-1.txt,EXCLUDE,an original issue price is stated but no liquidation multiple,0,4,—,—,—,,,0
0001104659-22-115148_tm2229794d1_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-23-071887_tm2318720d1_ex99-1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-23-118395_tm2330452d2_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-23-118395_tm2330452d2_ex10-3.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-24-001628_tm2333797d1_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-25-070885_filename11.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-25-097958_tm2516611d9_ex10-6.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001104659-26-075802_tm2617498d1_ex3-9.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000110465921125637.txt,EXCLUDE,an original issue price is stated but no liquidation multiple,0,7,—,—,—,,,0
0001114872-06-000002_exhibit10_3.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000111650209001166.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001117768-12-000182_exhibit1010.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001117768-17-001842_mainbody.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001125282-06-004916_p413913_ex10-4i.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001125282-06-004916_p413913_ex10-5i.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001125282-06-006236_p413913_s1b.htm.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001125282-06-007804_b413913_s1a.htm.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000112528206006873_b415608_ex10-82.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001133796-09-000268_k169847_ex99-1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001137050-08-000113_f8kexhibit0804072008nonquali.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001137050-08-000115_f8kexhibit0804072008nonquali.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001137050-09-000285_sinocompharmaceuticalinccurr.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
